
IIUNAM;2018-04-05 11:00:00;2018-04-05 10:59:00;0.0;8.29; 20.13; 20000; 0;12;-9.999;NA;0.0
VHERMOSA;2018-04-05 11:00:00;2018-04-05 11:00:00;0.0;4.18; 20.56; 20000; 0;12;-9.999;NA;0.0
MADIN;2018-04-05 11:00:00;2018-04-05 11:00:00;0.0;4.58; 43.15; 20000; 0;12;-9.999;NA;0.0
BOSQUEREAL;2018-04-05 11:00:00;2018-04-05 11:00:00;0.0;2.29; 10.8; 20000; 0;12;-9.999;NA;0.0
